memory_percent,cpu_percent,username,pid,name,timestamp
4.8099920851580245e-05,0.0,NT AUTHORITY\SYSTEM,0,System Idle Process,2025-06-09T07:51:16.658662
0.03472814285484093,0.0,NT AUTHORITY\SYSTEM,4,System,2025-06-09T07:51:16.668698
0.06733988919221234,0.0,,8,winlogon.exe,2025-06-09T07:51:16.678700
0.24439569784687917,0.0,,108,,2025-06-09T07:51:16.688328
0.17515586178102943,0.0,,152,lsass.exe,2025-06-09T07:51:16.700475
0.22676707685477504,0.0,,160,Registry,2025-06-09T07:51:16.713404
0.0077440872571044195,0.0,,600,smss.exe,2025-06-09T07:51:16.725635
0.0338382943190867,0.0,,812,csrss.exe,2025-06-09T07:51:16.738350
0.04066848308001109,0.0,,916,wininit.exe,2025-06-09T07:51:16.749433
0.03607494063868518,0.0,,936,csrss.exe,2025-06-09T07:51:16.761739
0.0988212873895716,0.0,,988,services.exe,2025-06-09T07:51:16.772537
0.014141376730364589,0.0,,1004,BraveCrashHandler.exe,2025-06-09T07:51:16.782892
0.025036008803247512,0.0,,1008,LsaIso.exe,2025-06-09T07:51:16.795272
0.1964400767578537,0.0,,1092,svchost.exe,2025-06-09T07:51:16.808965
0.043145629003867474,0.0,,1108,IntelCpHeciSvc.exe,2025-06-09T07:51:16.818932
0.023833510781958007,0.0,,1120,fontdrvhost.exe,2025-06-09T07:51:16.828640
0.06168814849215166,0.0,,1124,fontdrvhost.exe,2025-06-09T07:51:16.840691
0.6350632550034139,0.0,,1136,Dell.TechHub.Instrumentation.UserProcess.exe,2025-06-09T07:51:16.852129
0.04191908102215218,0.0,,1192,WUDFHost.exe,2025-06-09T07:51:16.863034
0.09862888770616528,0.0,,1280,svchost.exe,2025-06-09T07:51:16.872053
0.06931198594712712,0.0,,1328,svchost.exe,2025-06-09T07:51:16.881052
0.13809487276488686,0.0,,1380,WUDFHost.exe,2025-06-09T07:51:16.889100
0.060702100114694256,0.0,,1452,svchost.exe,2025-06-09T07:51:16.897061
0.03172189780161717,0.0,,1460,svchost.exe,2025-06-09T07:51:16.905121
0.05259726345120299,0.0,,1496,svchost.exe,2025-06-09T07:51:16.912112
0.0778737718587084,0.0,,1504,svchost.exe,2025-06-09T07:51:16.921767
0.08032686782213899,0.0,,1516,svchost.exe,2025-06-09T07:51:16.929720
0.04942266867499869,0.0,,1588,svchost.exe,2025-06-09T07:51:17.018682
0.06337164572195696,0.0,,1596,svchost.exe,2025-06-09T07:51:17.025727
0.060124901064475295,0.0,,1604,svchost.exe,2025-06-09T07:51:17.034297
0.04593542441325913,0.0,ALDHAIR-DESKTOP\Aldhair,1620,msedgewebview2.exe,2025-06-09T07:51:17.035293
0.08220276473535064,0.0,,1652,SearchProtocolHost.exe,2025-06-09T07:51:17.044130
0.6292672145407985,0.0,,1656,dwm.exe,2025-06-09T07:51:17.052088
0.05288586297631247,0.0,,1740,svchost.exe,2025-06-09T07:51:17.059085
0.04367472813323486,0.0,,1756,IntelCpHDCPSvc.exe,2025-06-09T07:51:17.067083
0.03410284388377039,0.0,,1800,svchost.exe,2025-06-09T07:51:17.076126
0.04822017065370919,0.0,,1808,svchost.exe,2025-06-09T07:51:17.085231
0.849564852041036,0.0,ALDHAIR-DESKTOP\Aldhair,1936,chrome.exe,2025-06-09T07:51:17.086231
0.07049043400799083,0.0,,2004,svchost.exe,2025-06-09T07:51:17.096230
0.10276548089940118,0.0,ALDHAIR-DESKTOP\Aldhair,2012,chrome.exe,2025-06-09T07:51:17.097232
0.06418934437643382,0.0,,2032,svchost.exe,2025-06-09T07:51:17.108231
0.11041336831480245,0.0,,2080,SecurityHealthService.exe,2025-06-09T07:51:17.118231
0.10351102967260067,0.0,,2120,svchost.exe,2025-06-09T07:51:17.127231
0.05526680905846569,0.0,,2240,igfxCUIService.exe,2025-06-09T07:51:17.135234
0.10192373228449852,0.0,,2260,svchost.exe,2025-06-09T07:51:17.146242
0.06996133487862345,0.0,,2284,svchost.exe,2025-06-09T07:51:17.158235
0.06075020003554584,0.0,,2292,svchost.exe,2025-06-09T07:51:17.168243
0.07337642925908565,0.0,,2460,svchost.exe,2025-06-09T07:51:17.178242
0.06570449188325861,0.0,ALDHAIR-DESKTOP\Aldhair,2472,dllhost.exe,2025-06-09T07:51:17.179242
0.16702697515711237,0.0,,2508,svchost.exe,2025-06-09T07:51:17.188241
0.03492054253824725,0.0,,2596,svchost.exe,2025-06-09T07:51:17.200234
0.07015373456202978,0.0,,2604,svchost.exe,2025-06-09T07:51:17.211235
0.01863871932998734,0.0,,2620,setup.exe,2025-06-09T07:51:17.221239
0.05175551483630034,0.0,,2688,svchost.exe,2025-06-09T07:51:17.233173
0.04540632528389174,0.0,,2696,svchost.exe,2025-06-09T07:51:17.244174
0.5786179978840845,0.0,,2788,MemCompression,2025-06-09T07:51:17.253599
0.09658464106997312,0.0,ALDHAIR-DESKTOP\Aldhair,2900,RuntimeBroker.exe,2025-06-09T07:51:17.254605
0.05416051087887935,0.0,,2932,svchost.exe,2025-06-09T07:51:17.264049
0.603076807637113,0.0,ALDHAIR-DESKTOP\Aldhair,2940,Code.exe,2025-06-09T07:51:17.264049
0.16176003382386434,0.0,,2992,svchost.exe,2025-06-09T07:51:17.274579
0.05875405332020526,0.0,,3000,svchost.exe,2025-06-09T07:51:17.283470
0.05692625632784522,0.0,,3008,svchost.exe,2025-06-09T07:51:17.294333
0.07611812474762572,0.0,ALDHAIR-DESKTOP\Aldhair,3056,svchost.exe,2025-06-09T07:51:17.295336
0.037229338739123104,0.0,,3160,svchost.exe,2025-06-09T07:51:17.306984
0.03949003501914738,0.0,,3308,svchost.exe,2025-06-09T07:51:17.314980
0.10449707805005808,0.0,,3372,svchost.exe,2025-06-09T07:51:17.322609
0.08670010733497338,0.0,,3404,svchost.exe,2025-06-09T07:51:17.330865
0.04182288118044902,0.0,,3436,svchost.exe,2025-06-09T07:51:17.338978
0.03879258616679946,0.0,,3460,RtkAudioService64.exe,2025-06-09T07:51:17.346981
0.04042798347575319,0.0,,3552,svchost.exe,2025-06-09T07:51:17.355404
0.06327544588025381,0.0,,3560,svchost.exe,2025-06-09T07:51:17.363847
0.04884546962477973,0.0,,3568,svchost.exe,2025-06-09T07:51:17.371323
0.04610377413623966,0.0,,3796,svchost.exe,2025-06-09T07:51:17.378688
0.11940805351404794,0.0,,3900,svchost.exe,2025-06-09T07:51:17.387266
0.07751302245232156,0.0,,3924,svchost.exe,2025-06-09T07:51:17.394509
0.09874913750829423,0.0,,4020,spoolsv.exe,2025-06-09T07:51:17.403097
0.04915811911031501,0.0,,4080,svchost.exe,2025-06-09T07:51:17.412093
0.7424463283045668,0.0,ALDHAIR-DESKTOP\Aldhair,4088,StartMenuExperienceHost.exe,2025-06-09T07:51:17.412093
0.04292917936003536,0.0,,4144,wlanext.exe,2025-06-09T07:51:17.421255
0.057912304705302606,0.0,,4156,conhost.exe,2025-06-09T07:51:17.432606
0.7500461157991164,0.0,ALDHAIR-DESKTOP\Aldhair,4192,Code.exe,2025-06-09T07:51:17.432606
0.3835487688705008,0.0,ALDHAIR-DESKTOP\Aldhair,4288,python.exe,2025-06-09T07:51:17.433829
0.036026840717833596,0.0,,4348,svchost.exe,2025-06-09T07:51:17.443376
0.08624315808688338,0.0,,4400,svchost.exe,2025-06-09T07:51:17.452390
0.32330361800389656,0.0,,4408,svchost.exe,2025-06-09T07:51:17.460435
0.08085596695150638,0.0,,4416,AppleMobileDeviceService.exe,2025-06-09T07:51:17.469070
0.5800850454700577,0.0,,4424,Dell.TechHub.exe,2025-06-09T07:51:17.476455
0.19966277145490957,0.0,,4436,DSAUpdateService.exe,2025-06-09T07:51:17.484692
0.11096651740459562,0.0,,4468,DellFFDPWmiService.exe,2025-06-09T07:51:17.492731
0.13391017965079938,0.0,,4476,svchost.exe,2025-06-09T07:51:17.500753
0.04521392560048543,0.0,,4484,mDNSResponder.exe,2025-06-09T07:51:17.510084
0.3135152841106,0.0,,4496,OneApp.IGCC.WinService.exe,2025-06-09T07:51:17.517940
0.06647409061688389,0.0,,4504,svchost.exe,2025-06-09T07:51:17.525949
0.6390795983945209,0.0,,4520,DSAService.exe,2025-06-09T07:51:17.534089
1.6467729402351268,0.0,ALDHAIR-DESKTOP\Aldhair,4544,Code.exe,2025-06-09T07:51:17.535154
0.04141403185321059,0.0,,4612,ElevationService.exe,2025-06-09T07:51:17.545535
0.04071658300086267,0.0,,4620,HidMonitorSvc.exe,2025-06-09T07:51:17.555623
0.03552179154889201,0.0,,4632,svchost.exe,2025-06-09T07:51:17.563623
0.11546386000421836,0.0,,4644,svchost.exe,2025-06-09T07:51:17.573022
0.3589937592757691,0.0,,4660,XtuService.exe,2025-06-09T07:51:17.581085
0.15276534862461885,0.0,,4684,svchost.exe,2025-06-09T07:51:17.589495
0.0820344150123701,0.0,,4704,svchost.exe,2025-06-09T07:51:17.598395
0.0479556210890255,0.0,,4736,svchost.exe,2025-06-09T07:51:17.608408
0.05435291056228567,0.0,,4752,svchost.exe,2025-06-09T07:51:17.617368
0.03318894538759037,0.0,,4760,ibtsiva.exe,2025-06-09T07:51:17.625167
0.041005182525972156,0.0,,4776,InstallAssistService.exe,2025-06-09T07:51:17.635146
0.6627207094930725,0.0,,4784,SurSvc.exe,2025-06-09T07:51:17.652527
0.14047581884704008,0.0,,4792,IntelAudioService.exe,2025-06-09T07:51:17.663205
0.05098591610267505,0.0,,4804,sqlwriter.exe,2025-06-09T07:51:17.674522
0.25415998177974997,0.0,,4828,servicehost.exe,2025-06-09T07:51:17.689253
0.07876362039446264,0.0,,4836,WavesSysSvc64.exe,2025-06-09T07:51:17.702028
0.10062503442150586,0.0,,4844,LMS.exe,2025-06-09T07:51:17.713463
0.052092214282261406,0.0,,4860,WsidService.exe,2025-06-09T07:51:17.726610
0.40945057624907677,0.0,,4912,GooglePlayGamesServices.exe,2025-06-09T07:51:17.738610
0.3846069671292356,0.0,,4928,OfficeClickToRun.exe,2025-06-09T07:51:17.750306
0.08821525484179815,0.0,,4936,WMIRegistrationService.exe,2025-06-09T07:51:17.761619
1.7244783623708546,0.0,,4964,mc-fw-host.exe,2025-06-09T07:51:17.772295
0.19377053115059098,0.0,ALDHAIR-DESKTOP\Aldhair,5044,uihost.exe,2025-06-09T07:51:17.773530
0.05786420478445102,0.0,,5052,svchost.exe,2025-06-09T07:51:17.783919
0.04644047358220072,0.0,,5064,RstMwService.exe,2025-06-09T07:51:17.793914
0.04458862662941488,0.0,,5100,svchost.exe,2025-06-09T07:51:17.804916
0.6772709355506755,0.0,ALDHAIR-DESKTOP\Aldhair,5124,Code.exe,2025-06-09T07:51:17.804916
0.3412208385211102,0.0,,5280,esrv_svc.exe,2025-06-09T07:51:17.815917
0.045454425204743326,0.0,ALDHAIR-DESKTOP\Aldhair,5364,RuntimeBroker.exe,2025-06-09T07:51:17.816915
0.0832369130336596,0.0,,5600,svchost.exe,2025-06-09T07:51:17.827246
0.040091284029792125,0.0,,5672,esif_uf.exe,2025-06-09T07:51:17.841992
0.2963195624061601,0.0,ALDHAIR-DESKTOP\Aldhair,5792,Code.exe,2025-06-09T07:51:17.841992
0.9995163552958373,0.0,ALDHAIR-DESKTOP\Aldhair,5836,Code.exe,2025-06-09T07:51:17.842992
3.1726467294098066,0.0,ALDHAIR-DESKTOP\Aldhair,5984,Code.exe,2025-06-09T07:51:17.843991
0.34581438096243616,0.0,,6584,MoUsoCoreWorker.exe,2025-06-09T07:51:17.855872
0.7085839840250543,0.0,ALDHAIR-DESKTOP\Aldhair,6588,SearchHost.exe,2025-06-09T07:51:17.856827
0.7248177073124626,0.0,,6600,DDVDataCollector.exe,2025-06-09T07:51:17.867975
0.18176960089812172,0.0,ALDHAIR-DESKTOP\Aldhair,6652,ctfmon.exe,2025-06-09T07:51:17.868974
0.0997832858066032,0.0,ALDHAIR-DESKTOP\Aldhair,6936,Apoint.exe,2025-06-09T07:51:17.869972
0.053823811432918284,0.0,,6968,TrustedInstaller.exe,2025-06-09T07:51:17.879924
0.28092758773365434,0.0,,7308,IntelSoftwareAssetManagerService.exe,2025-06-09T07:51:17.890945
0.2280417247573419,0.0,,8012,gamingservices.exe,2025-06-09T07:51:17.902277
0.3780172779725691,0.0,,8020,svchost.exe,2025-06-09T07:51:17.912198
0.0501201175273466,0.0,,8028,gamingservicesnet.exe,2025-06-09T07:51:17.921434
0.07414602799271093,0.0,,8172,svchost.exe,2025-06-09T07:51:17.930450
0.034463593290157246,0.0,,8308,svchost.exe,2025-06-09T07:51:17.938985
0.07611812474762572,0.0,,8452,TiWorker.exe,2025-06-09T07:51:17.947703
0.044949376035801736,0.0,ALDHAIR-DESKTOP\Aldhair,8820,ApMsgFwd.exe,2025-06-09T07:51:17.947703
0.1492059544816019,0.0,,8916,svchost.exe,2025-06-09T07:51:17.956115
0.3025966020772913,0.0,,9040,WmiPrvSE.exe,2025-06-09T07:51:17.965124
1.902255669838295,0.0,,9180,sqlservr.exe,2025-06-09T07:51:17.976118
0.026118257022408067,0.0,ALDHAIR-DESKTOP\Aldhair,9288,ApRemote.exe,2025-06-09T07:51:17.977181
0.03631544024294308,0.0,ALDHAIR-DESKTOP\Aldhair,9296,hidfind.exe,2025-06-09T07:51:17.977181
0.20132221872428907,0.0,ALDHAIR-DESKTOP\Aldhair,9340,sihost.exe,2025-06-09T07:51:17.978443
0.05295801285758984,0.0,ALDHAIR-DESKTOP\Aldhair,9356,svchost.exe,2025-06-09T07:51:17.978443
0.21815719102234216,0.0,ALDHAIR-DESKTOP\Aldhair,9368,svchost.exe,2025-06-09T07:51:17.979454
0.056373107238052035,0.0,,9396,DDVCollectorSvcApi.exe,2025-06-09T07:51:17.988737
0.03198644736630086,0.0,,9420,crashpad_handler.exe,2025-06-09T07:51:17.996749
0.035088892261227786,0.0,ALDHAIR-DESKTOP\Aldhair,9452,ApntEx.exe,2025-06-09T07:51:17.998067
0.05252511356992562,0.0,ALDHAIR-DESKTOP\Aldhair,9464,svchost.exe,2025-06-09T07:51:18.016449
0.22385703164325443,0.0,ALDHAIR-DESKTOP\Aldhair,9556,svchost.exe,2025-06-09T07:51:18.016449
0.13867207181510582,0.0,,9580,PresentationFontCache.exe,2025-06-09T07:51:18.025317
0.7882855528761227,0.0,ALDHAIR-DESKTOP\Aldhair,9620,Code.exe,2025-06-09T07:51:18.025317
0.11534361020208941,0.0,ALDHAIR-DESKTOP\Aldhair,9676,taskhostw.exe,2025-06-09T07:51:18.025317
0.07135623258331929,0.0,ALDHAIR-DESKTOP\Aldhair,9700,conhost.exe,2025-06-09T07:51:18.026738
0.12217379896301381,0.0,ALDHAIR-DESKTOP\Aldhair,9892,msedgewebview2.exe,2025-06-09T07:51:18.026738
0.020682965966179502,0.0,ALDHAIR-DESKTOP\Aldhair,9932,MicTray64.exe,2025-06-09T07:51:18.026738
0.12207759912131065,0.0,,10176,svchost.exe,2025-06-09T07:51:18.038002
0.12385729619281913,0.0,,10300,svchost.exe,2025-06-09T07:51:18.048453
0.07722442292721207,0.0,,10420,AggregatorHost.exe,2025-06-09T07:51:18.059469
1.256923081733069,0.0,ALDHAIR-DESKTOP\Aldhair,10612,explorer.exe,2025-06-09T07:51:18.059469
0.15524249454847522,0.0,ALDHAIR-DESKTOP\Aldhair,10672,mc-fw-host.exe,2025-06-09T07:51:18.060468
0.08602670844305126,0.0,ALDHAIR-DESKTOP\Aldhair,10732,igfxEM.exe,2025-06-09T07:51:18.061468
0.03381424435866091,0.0,ALDHAIR-DESKTOP\Aldhair,10916,dptf_helper.exe,2025-06-09T07:51:18.061468
0.017075471902310985,0.0,,11000,MicrosoftEdgeUpdate.exe,2025-06-09T07:51:18.072469
0.047474621880509695,0.0,,11200,jhi_service.exe,2025-06-09T07:51:18.083641
0.1465123589139134,0.0,ALDHAIR-DESKTOP\Aldhair,11288,WavesSvc64.exe,2025-06-09T07:51:18.084658
0.03949003501914738,0.0,,11296,svchost.exe,2025-06-09T07:51:18.095862
0.11454996150803834,0.0,,11484,svchost.exe,2025-06-09T07:51:18.105910
0.06587284160623914,0.0,,11704,conhost.exe,2025-06-09T07:51:18.116488
0.209811854754593,0.0,,11812,WmiPrvSE.exe,2025-06-09T07:51:18.126094
0.052356763846945084,0.0,,11836,svchost.exe,2025-06-09T07:51:18.136294
0.18124050176875434,0.0,ALDHAIR-DESKTOP\Aldhair,11864,chrome.exe,2025-06-09T07:51:18.137507
0.9480734899450723,0.0,,13016,Dell.CoreServices.Client.exe,2025-06-09T07:51:18.148696
0.752042262514457,0.0,,13036,Dell.TechHub.DataManager.SubAgent.exe,2025-06-09T07:51:18.159108
0.02982195092797975,0.0,,13044,svchost.exe,2025-06-09T07:51:18.169592
0.4264538982701104,0.0,,13072,Dell.Update.SubAgent.exe,2025-06-09T07:51:18.182114
0.07474727700335569,0.0,,13096,conhost.exe,2025-06-09T07:51:18.190959
0.07477132696378148,0.0,,13112,conhost.exe,2025-06-09T07:51:18.203173
0.178643106042769,0.0,ALDHAIR-DESKTOP\Aldhair,13120,Code.exe,2025-06-09T07:51:18.203173
1.1834023527114286,0.0,,13128,Dell.TechHub.Instrumentation.SubAgent.exe,2025-06-09T07:51:18.214215
0.06370834516791803,0.0,,13140,svchost.exe,2025-06-09T07:51:18.224868
0.7670975377410016,0.0,,13180,Dell.TechHub.Diagnostics.SubAgent.exe,2025-06-09T07:51:18.235251
0.07498777660761359,0.0,,13192,conhost.exe,2025-06-09T07:51:18.246547
0.8592329361322035,0.0,,13212,Dell.TechHub.Analytics.SubAgent.exe,2025-06-09T07:51:18.256149
0.07477132696378148,0.0,,13224,conhost.exe,2025-06-09T07:51:18.266102
0.5529085901889149,0.0,,13228,svchost.exe,2025-06-09T07:51:18.275928
0.07486752680548464,0.0,,13292,conhost.exe,2025-06-09T07:51:18.286171
0.20930680558565143,0.0,,13452,svchost.exe,2025-06-09T07:51:18.295208
0.05928315244957264,0.0,,13720,svchost.exe,2025-06-09T07:51:18.303741
0.16373213057877914,0.0,,13900,mc-neo-host.exe,2025-06-09T07:51:18.312947
0.06459819370367226,0.0,ALDHAIR-DESKTOP\Aldhair,13920,mc-extn-browserhost.exe,2025-06-09T07:51:18.312947
0.08318881311280803,0.0,,13972,svchost.exe,2025-06-09T07:51:18.320955
0.4373004304221418,0.0,,14004,sqlceip.exe,2025-06-09T07:51:18.328954
0.0730397298131246,0.0,ALDHAIR-DESKTOP\Aldhair,14192,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.exe,2025-06-09T07:51:18.329955
0.18357334793005597,0.0,ALDHAIR-DESKTOP\Aldhair,14276,FxSound.exe,2025-06-09T07:51:18.329955
0.09997568549000953,0.0,ALDHAIR-DESKTOP\Aldhair,14312,svchost.exe,2025-06-09T07:51:18.330951
0.34232713670069653,0.0,ALDHAIR-DESKTOP\Aldhair,14548,Widgets.exe,2025-06-09T07:51:18.332024
1.2771490984511584,0.0,ALDHAIR-DESKTOP\Aldhair,14596,chrome.exe,2025-06-09T07:51:18.332024
0.2251797794666729,0.0,ALDHAIR-DESKTOP\Aldhair,14644,chrome.exe,2025-06-09T07:51:18.333305
0.22414563116836392,0.0,ALDHAIR-DESKTOP\Aldhair,14676,RuntimeBroker.exe,2025-06-09T07:51:18.333305
0.32770476076181615,0.0,ALDHAIR-DESKTOP\Aldhair,14736,RuntimeBroker.exe,2025-06-09T07:51:18.333305
0.11224116530716248,0.0,ALDHAIR-DESKTOP\Aldhair,14804,svchost.exe,2025-06-09T07:51:18.334527
0.23472761375571155,0.0,ALDHAIR-DESKTOP\Aldhair,14916,esrv.exe,2025-06-09T07:51:18.334527
0.08624315808688338,0.0,,14956,sppsvc.exe,2025-06-09T07:51:18.344620
0.5514415426029416,0.0,,15008,ServiceShell.exe,2025-06-09T07:51:18.353619
0.5597387789498393,0.0,ALDHAIR-DESKTOP\Aldhair,15072,DSATray.exe,2025-06-09T07:51:18.354623
0.2015386683681212,0.0,,15100,SearchIndexer.exe,2025-06-09T07:51:18.362968
0.010654132468625023,0.0,,15152,BraveCrashHandler64.exe,2025-06-09T07:51:18.372972
0.10695017401348866,0.0,ALDHAIR-DESKTOP\Aldhair,15160,dllhost.exe,2025-06-09T07:51:18.373971
0.0708511834143777,0.0,,16048,svchost.exe,2025-06-09T07:51:18.382972
0.4447799681145625,0.0,ALDHAIR-DESKTOP\Aldhair,16076,TextInputHost.exe,2025-06-09T07:51:18.383986
0.0479556210890255,0.0,,16396,svchost.exe,2025-06-09T07:51:18.393628
0.09456444439420675,0.0,,16648,svchost.exe,2025-06-09T07:51:18.403897
0.02390566066323538,0.0,ALDHAIR-DESKTOP\Aldhair,17156,LocationNotificationWindows.exe,2025-06-09T07:51:18.403897
2.3651693081139036,0.0,,17240,SupportAssistAgent.exe,2025-06-09T07:51:18.414368
0.09682514067423102,0.0,,17560,svchost.exe,2025-06-09T07:51:18.424373
1.7201974694150641,0.0,ALDHAIR-DESKTOP\Aldhair,17632,chrome.exe,2025-06-09T07:51:18.424373
0.05081756637969452,0.0,ALDHAIR-DESKTOP\Aldhair,17712,chrome.exe,2025-06-09T07:51:18.425330
0.03807108735402576,0.0,ALDHAIR-DESKTOP\Aldhair,17800,conhost.exe,2025-06-09T07:51:18.426330
0.38501581645647404,0.0,ALDHAIR-DESKTOP\Aldhair,17900,powershell.exe,2025-06-09T07:51:18.426330
0.9515126342859602,0.0,ALDHAIR-DESKTOP\Aldhair,17984,chrome.exe,2025-06-09T07:51:18.427323
0.34504478222881085,0.0,ALDHAIR-DESKTOP\Aldhair,18116,chrome.exe,2025-06-09T07:51:18.427323
0.3529812691693216,0.0,ALDHAIR-DESKTOP\Aldhair,18128,chrome.exe,2025-06-09T07:51:18.428388
0.13696452462487474,0.0,ALDHAIR-DESKTOP\Aldhair,18172,chrome.exe,2025-06-09T07:51:18.428388
0.5834760898900941,0.0,ALDHAIR-DESKTOP\Aldhair,18268,chrome.exe,2025-06-09T07:51:18.429552
4.751310181719096,0.0,ALDHAIR-DESKTOP\Aldhair,18464,Code.exe,2025-06-09T07:51:18.429552
0.39807494496767803,0.0,ALDHAIR-DESKTOP\Aldhair,18480,powershell.exe,2025-06-09T07:51:18.430853
0.3848715166939193,0.0,ALDHAIR-DESKTOP\Aldhair,18524,powershell.exe,2025-06-09T07:51:18.430853
0.0742422278344141,0.0,ALDHAIR-DESKTOP\Aldhair,18536,conhost.exe,2025-06-09T07:51:18.432060
0.5819368924228435,0.0,ALDHAIR-DESKTOP\Aldhair,18552,Code.exe,2025-06-09T07:51:18.432060
0.10935517005606767,0.0,,18716,DDVRulesProcessor.exe,2025-06-09T07:51:18.442348
0.02390566066323538,0.0,ALDHAIR-DESKTOP\Aldhair,18844,cmd.exe,2025-06-09T07:51:18.443307
0.023208211810887464,0.0,ALDHAIR-DESKTOP\Aldhair,19140,cmd.exe,2025-06-09T07:51:18.443307
0.7646203918171453,0.0,ALDHAIR-DESKTOP\Aldhair,19208,Code.exe,2025-06-09T07:51:18.444306
0.07000943479947504,0.0,ALDHAIR-DESKTOP\Aldhair,19304,browserhost.exe,2025-06-09T07:51:18.444306
0.07431437771569147,0.0,ALDHAIR-DESKTOP\Aldhair,19364,conhost.exe,2025-06-09T07:51:18.444306
0.03792678759147102,0.0,ALDHAIR-DESKTOP\Aldhair,19400,conhost.exe,2025-06-09T07:51:18.445615
2.8327005387912636,0.0,ALDHAIR-DESKTOP\Aldhair,19664,chrome.exe,2025-06-09T07:51:18.445615
0.04242413019109377,0.0,ALDHAIR-DESKTOP\Aldhair,19860,msedgewebview2.exe,2025-06-09T07:51:18.446692
0.041053282446823734,0.0,ALDHAIR-DESKTOP\Aldhair,20004,conhost.exe,2025-06-09T07:51:18.446692
0.07597382498507098,0.0,,20132,svchost.exe,2025-06-09T07:51:18.455351
0.6161840360691686,0.0,ALDHAIR-DESKTOP\Aldhair,20164,CrossDeviceService.exe,2025-06-09T07:51:18.456351
0.1403796190053369,0.0,ALDHAIR-DESKTOP\Aldhair,20280,WidgetService.exe,2025-06-09T07:51:18.456351
0.9376117571598536,0.0,ALDHAIR-DESKTOP\Aldhair,20324,chrome.exe,2025-06-09T07:51:18.457347
0.04942266867499869,0.0,ALDHAIR-DESKTOP\Aldhair,20352,msedgewebview2.exe,2025-06-09T07:51:18.457347
0.021741164224914268,0.0,ALDHAIR-DESKTOP\Aldhair,20488,msedgewebview2.exe,2025-06-09T07:51:18.458352
0.049206219031166586,0.0,ALDHAIR-DESKTOP\Aldhair,20536,msedgewebview2.exe,2025-06-09T07:51:18.458352
0.25060058763673304,0.0,ALDHAIR-DESKTOP\Aldhair,20764,CodeSetup-stable-258e40fedc6cb8edf399a463ce3a9d32e7e1f6f3.tmp,2025-06-09T07:51:18.458352
0.14167831686832957,0.0,ALDHAIR-DESKTOP\Aldhair,20964,svchost.exe,2025-06-09T07:51:18.459347
0.05533895893974307,0.0,ALDHAIR-DESKTOP\Aldhair,21132,ShellExperienceHost.exe,2025-06-09T07:51:18.459347
0.1280660392673324,0.0,,21164,svchost.exe,2025-06-09T07:51:18.469002
0.11705115739232051,0.0,,21172,svchost.exe,2025-06-09T07:51:18.478401
1.0105071872104234,0.0,ALDHAIR-DESKTOP\Aldhair,21204,PhoneExperienceHost.exe,2025-06-09T07:51:18.479411
0.0469936226719939,0.0,,21236,svchost.exe,2025-06-09T07:51:18.486765
0.01789317055678785,0.0,,21240,setup.exe,2025-06-09T07:51:18.493732
0.06577664176453597,0.0,ALDHAIR-DESKTOP\Aldhair,21380,RuntimeBroker.exe,2025-06-09T07:51:18.493732
0.06260204698833169,0.0,ALDHAIR-DESKTOP\Aldhair,21860,smartscreen.exe,2025-06-09T07:51:18.494730
0.1726065659758957,0.0,ALDHAIR-DESKTOP\Aldhair,22204,Microsoft.SharePoint.exe,2025-06-09T07:51:18.494730
